"titles","links","doi","date_published","citations","cran","bioconductor","repo_link","package_install","package_name"
"AMMonitor: Remote monitoring of biodiversity in an adaptive framework with r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13397","2041-210X.13397","2020-04-16",1,FALSE,FALSE,"https://github.com/cbalantic/temporally-adaptive-sampling",FALSE,"AMMonitor"
"An integrated phenology modelling framework in r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12970","2041-210X.12970","2018-01-17",74,FALSE,FALSE,"https://github.com/khufkens/phenor/blob/master/inst/extdata/parameter_ranges.csv",FALSE,NA
"nosoi: A stochastic agent-based transmission chain simulation framework in r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13422","2041-210X.13422","2020-05-28",7,TRUE,FALSE,"https://github.com/slequime/nosoi",FALSE,"nosoi"
"Revticulate: An R framework for interaction with RevBayes","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13852","2041-210X.13852","2022-03-28",1,TRUE,FALSE,NA,TRUE,"Revticulate"
"MGDrivE: A modular simulation framework for the spread of gene drives through spatially explicit mosquito populations","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13318","2041-210X.13318","2019-10-16",21,TRUE,FALSE,"https://github.com/MarshallLab/MGDrivE",FALSE,"MGDrivE"
"Machine learning to classify animal species in camera trap images: Applications in ecology","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13120","2041-210X.13120","2018-11-26",157,FALSE,FALSE,"https://github.com/mikeyEcology/MLWIC",FALSE,NA
"AeRobiology: The computational tool for biological data in the air","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13203","2041-210X.13203","2019-05-06",38,TRUE,FALSE,NA,FALSE,"AeRobiology"
"bdc: A toolkit for standardizing, integrating and cleaning biodiversity data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13868","2041-210X.13868","2022-04-13",1,TRUE,FALSE,"https://github.com/brunobrr/bdc",FALSE,"bdc"
"scikit-maad: An open-source and modular toolbox for quantitative soundscape analysis in Python","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13711","2041-210X.13711","2021-08-27",0,TRUE,FALSE,"https://github.com/scikit-maad/scikit-maad/",FALSE,"scikit-maad"
"Visual TreeCmp: Comprehensive Comparison of Phylogenetic Trees on the Web","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13358","2041-210X.13358","2020-01-25",8,FALSE,FALSE,NA,FALSE,NA
"lefko3: Analysing individual history through size-classified matrix population models","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13526","2041-210X.13526","2020-11-15",2,TRUE,FALSE,NA,FALSE,"lefko3"
"RNCEP: global weather and climate data at your fingertips","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2011.00138.x","j.2041-210X.2011.00138.x","2011-07-26",161,TRUE,FALSE,NA,TRUE,"RNCEP"
"A Shiny r app to solve the problem of when to stop managing or surveying species under imperfect detection","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13501","2041-210X.13501","2020-10-02",2,FALSE,FALSE,"https://github.com/boettiger-lab/sarsop",FALSE,NA
"soundClass: An automatic sound classification tool for biodiversity monitoring using machine learning","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13964","2041-210X.13964","2022-08-30",0,TRUE,FALSE,"https://github.com/bmsasilva/soundClass",FALSE,"soundClass"
"esdm: A tool for creating and exploring ensembles of predictions from species distribution and abundance models","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13283","2041-210X.13283","2019-08-14",10,TRUE,FALSE,"https://github.com/smwoodman/eSDM",FALSE,"esdm"
"microPop: Modelling microbial populations and communities in R","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12873","2041-210X.12873","2017-08-22",14,FALSE,FALSE,NA,TRUE,"microPop"
"The r toolbox grainscape for modelling and visualizing landscape connectivity using spatially explicit networks","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13350","2041-210X.13350","2020-01-18",8,TRUE,FALSE,"https://github.com/achubaty/grainscape",FALSE,NA
"ipmr: Flexible implementation of Integral Projection Models in R","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13683","2041-210X.13683","2021-07-22",2,TRUE,FALSE,"https://github.com/levisc8/ipmr",FALSE,"ipmr"
"trackdem: Automated particle tracking to obtain population counts and size distributions from videos in r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12975","2041-210X.12975","2018-01-22",18,TRUE,FALSE,"http://github.com/marjoleinbruijning/trackdem",FALSE,"trackdem"
"dartR v2: An accessible genetic analysis platform for conservation, ecology and agriculture","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13918","2041-210X.13918","2022-06-11",0,TRUE,FALSE,"https://github.com/green-striped-gecko/dartR",TRUE,NA
"Functional diversity metrics using kernel density n-dimensional hypervolumes","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13424","2041-210X.13424","2020-05-29",31,TRUE,FALSE,"https://github.com/cardosopmb/BAT",FALSE,NA
"gllvm: Fast analysis of multivariate abundance data with generalized linear latent variable models in r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13303","2041-210X.13303","2019-09-21",40,TRUE,FALSE,"https://github.com/JenniNiku/gllvm",FALSE,"gllvm"
"msocc: Fit and analyse computationally efficient multi-scale occupancy models in r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13442","2041-210X.13442","2020-07-02",6,FALSE,FALSE,"https://github.com/StrattonCh/msocc",FALSE,"msocc"
"babette: BEAUti 2, BEAST2 and Tracer for R","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13032","2041-210X.13032","2018-05-27",7,TRUE,FALSE,"http://github.com/richelbilderbeek/babette",FALSE,"babette"
"ngsLCA—A toolkit for fast and flexible lowest common ancestor inference and taxonomic profiling of metagenomic data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.14006","2041-210X.14006","2022-10-13",0,FALSE,FALSE,"https://github.com/miwipe/ngsLCA",FALSE,NA
"TreeSimGM: Simulating phylogenetic trees under general Bellman–Harris models with lineage-specific shifts of speciation and extinction in R","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12917","2041-210X.12917","2017-10-17",8,TRUE,FALSE,NA,FALSE,"TreeSimGM"
"Generating species assemblages for restoration and experimentation: A new method that can simultaneously converge on average trait values and maximize functional diversity","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13023","2041-210X.13023","2018-04-27",28,TRUE,FALSE,NA,FALSE,NA
"AquaFlux: Rapid, transparent and replicable analyses of plant transpiration","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13309","2041-210X.13309","2019-09-30",6,FALSE,FALSE,"https://github.com/HeatherSpeckman/AquaFlux",FALSE,"AquaFlux"
"Refined Shortest Paths (RSP): Incorporation of topography in space use estimation from node-based telemetry data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13484","2041-210X.13484","2020-09-08",7,FALSE,FALSE,"https://github.com/YuriNiella/RSP",FALSE,NA
"Towards a more balanced combination of multiple traits when computing functional differences between species","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13537","2041-210X.13537","2020-12-03",36,TRUE,FALSE,NA,FALSE,NA
"GeoLight – processing and analysing light-based geolocator data in R","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2012.00248.x","j.2041-210X.2012.00248.x","2012-10-01",201,TRUE,FALSE,NA,FALSE,NA
"cxr: A toolbox for modelling species coexistence in R","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13443","2041-210X.13443","2020-07-02",3,FALSE,FALSE,"https://github.com/RadicalCommEcol/cxr",FALSE,"cxr"
"Program SPACECAP: software for estimating animal density using spatially explicit capture–recapture models","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2012.00241.x","j.2041-210X.2012.00241.x","2012-09-17",95,TRUE,FALSE,NA,FALSE,NA
"Extension of the gambin model to multimodal species abundance distributions","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13122","2041-210X.13122","2018-11-13",4,TRUE,FALSE,"https://github.com/txm676/gambin",FALSE,NA
"Diversitree: comparative phylogenetic analyses of diversification in R","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2012.00234.x","j.2041-210X.2012.00234.x","2012-08-06",569,TRUE,FALSE,"http://github.com/richfitz/diversitree/tree/pub/simulations",FALSE,"Diversitree"
"phenopype: A phenotyping pipeline for Python","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13771","2041-210X.13771","2021-11-19",1,FALSE,FALSE,"https://github.com/matterport/Mask_RCNN",FALSE,"phenopype"
"embarcadero: Species distribution modelling with Bayesian additive regression trees in r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13389","2041-210X.13389","2020-03-14",19,FALSE,FALSE,NA,FALSE,"embarcadero"
"pavo2: New tools for the spectral and spatial analysis of colour in r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13174","2041-210X.13174","2019-03-10",164,TRUE,FALSE,"https://github.com/rmaia/pavo",FALSE,"pavo2"
"PSPManalysis: Steady-state and bifurcation analysis of physiologically structured population models","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13527","2041-210X.13527","2020-11-15",4,TRUE,FALSE,NA,TRUE,"PSPManalysis"
"Conducting social network analysis with animal telemetry data: Applications and methods using spatsoc","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13215","2041-210X.13215","2019-05-24",21,TRUE,FALSE,"https://github.com/ropensci/spatsoc",FALSE,NA
"NLMR and landscapetools: An integrated environment for simulating and modifying neutral landscape models in R","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13076","2041-210X.13076","2018-08-15",39,TRUE,FALSE,"https://github.com/ropensci/onboarding/issues/188",FALSE,NA
"PASSaGE: Pattern Analysis, Spatial Statistics and Geographic Exegesis. Version 2","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2010.00081.x","j.2041-210X.2010.00081.x","2010-12-15",450,FALSE,FALSE,NA,FALSE,"PASSaGE"
"PleistoDist: A toolbox for visualising and quantifying the effects of Pleistocene sea-level change on island archipelagos","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.14024","2041-210X.14024","2022-11-05",0,TRUE,FALSE,"https://github.com/g33k5p34k/PleistoDistR",FALSE,"PleistoDist"
"A working guide to spatial mechanistic modelling in Julia","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13793","2041-210X.13793","2021-12-21",0,FALSE,FALSE,"https://github.com/cesaraustralia/SpatialMechanisticModellingInJulia",FALSE,NA
"taxadb: A high-performance local taxonomic database interface","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13440","2041-210X.13440","2020-06-27",5,TRUE,FALSE,"https://github.com/ropensci/taxadb",FALSE,"taxadb"
"actel: Standardised analysis of acoustic telemetry data from animals moving through receiver arrays","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13503","2041-210X.13503","2020-10-11",0,TRUE,FALSE,"https://github.com/hugomflavio/actel",TRUE,"actel"
"steps: Software for spatially and temporally explicit population simulations","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13354","2041-210X.13354","2020-01-22",10,TRUE,FALSE,NA,FALSE,"steps"
"Atlantis: A spatially explicit end-to-end marine ecosystem model with dynamically integrated physics, ecology and socio-economic modules","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13272","2041-210X.13272","2019-07-25",25,FALSE,FALSE,"https://github.com/Atlantis-Ecosystem-Model/Atlantis_example_and_instructions",FALSE,"Atlantis"
"geomorph v4.0 and gmShiny: Enhanced analytics and a new graphical interface for a comprehensive morphometric experience","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13723","2041-210X.13723","2021-09-17",14,TRUE,FALSE,"https://github.com/geomorphR/gmShiny",FALSE,NA
"layeranalyzer: Inferring correlative and causal connections from time series data in r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13299","2041-210X.13299","2019-09-16",4,FALSE,FALSE,"https://github.com/trondreitan/layeranalyzer",FALSE,"layeranalyzer"
"polygene: Population genetics analyses for autopolyploids based on allelic phenotypes","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13338","2041-210X.13338","2019-11-27",16,FALSE,FALSE,"https://github.com/huangkang1987/polygene",FALSE,"polygene"
"ENMeval 2.0: Redesigned for customizable and reproducible modeling of species’ niches and distributions","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13628","2041-210X.13628","2021-05-13",16,TRUE,FALSE,"https://github.com/jamiemkass/ENMeval",FALSE,NA
"MOTMOT: Models of trait macroevolution on trees (an update)","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13343","2041-210X.13343","2019-12-20",7,TRUE,FALSE,NA,FALSE,"MOTMOT"
"Fragmented landscape generator (flsgen): A neutral landscape generator with control of landscape structure and fragmentation indices","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13859","2041-210X.13859","2022-04-01",0,TRUE,FALSE,"https://github.com/dimitri-justeau/flsgen",FALSE,NA
"classecol: Classifiers to understand public opinions of nature","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13596","2041-210X.13596","2021-03-22",4,FALSE,FALSE,"https://github.com/GitTFJ/classecol",FALSE,"classecol"
"moveVis: Animating movement trajectories in synchronicity with static or temporally dynamic environmental data in r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13374","2041-210X.13374","2020-02-07",12,TRUE,FALSE,"https://github.com/16eagle/moveVis",FALSE,"moveVis"
"CladeDate: Calibration information generator for divergence time estimation","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13977","2041-210X.13977","2022-09-15",0,FALSE,FALSE,"https://github.com/evolucionario/CladeDatePaper2022",FALSE,"CladeDate"
"AutoMorph: Accelerating morphometrics with automated 2D and 3D image processing and shape extraction","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12915","2041-210X.12915","2017-10-16",19,FALSE,FALSE,"https://github.com/HullLab/AutoMorph",FALSE,"AutoMorph"
"Quantifying the impact of an inference model in Bayesian phylogenetics","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13514","2041-210X.13514","2020-10-17",2,FALSE,FALSE,"https://github.com/richelbilderbeek/pirouette_example_30",FALSE,NA
"Identifying flow modules in ecological networks using Infomap","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13569","2041-210X.13569","2021-02-10",6,FALSE,FALSE,NA,FALSE,NA
"NichePy: modular tools for estimating the similarity of ecological niche and species distribution models","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2011.00184.x","j.2041-210X.2011.00184.x","2012-01-24",6,FALSE,FALSE,NA,FALSE,"NichePy"
"CRABS: Congruent rate analyses in birth–death scenarios","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13997","2041-210X.13997","2022-10-12",0,TRUE,FALSE,"https://github.com/afmagee/CRABS",FALSE,"CRABS"
"Linking fire behaviour and its ecological effects to plant traits, using FRaME in R","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13615","2041-210X.13615","2021-05-02",1,FALSE,FALSE,"https://github.com/pzylstra/frame_scala",FALSE,NA
"drpToolkit: An automated workflow for aligning and analysing vegetation and ground surface time-series imagery","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13730","2041-210X.13730","2021-09-30",0,FALSE,FALSE,"https://github.com/JepsonNomad/drpToolkit",FALSE,"drpToolkit"
"Fuzzy quantification of common and rare species in ecological communities (FuzzyQ)","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13588","2041-210X.13588","2021-03-07",4,TRUE,FALSE,NA,FALSE,NA
"Anacapa Toolkit: An environmental DNA toolkit for processing multilocus metabarcode datasets","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13214","2041-210X.13214","2019-05-24",40,FALSE,FALSE,"https://github.com/limey-bean/Anacapa",FALSE,NA
"MetaCurator: A hidden Markov model-based toolkit for extracting and curating sequences from taxonomically-informative genetic markers","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13314","2041-210X.13314","2019-10-10",8,FALSE,FALSE,"https://github.com/RTRichar/MetaCurator",FALSE,"MetaCurator"
"LEFT—A web-based tool for the remote measurement and estimation of ecological value across global landscapes","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12924","2041-210X.12924","2017-10-27",6,FALSE,FALSE,NA,FALSE,NA
"A method for computing hourly, historical, terrain-corrected microclimate anywhere on earth","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13330","2041-210X.13330","2019-11-04",58,FALSE,FALSE,NA,FALSE,NA
"rTPC and nls.multstart: A new pipeline to fit thermal performance curves in r","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13585","2041-210X.13585","2021-03-01",14,TRUE,FALSE,"https://github.com/padpadpadpad/rTPC/issues",FALSE,NA
"Estimating animal utilization densities using continuous-time Markov chain models","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12967","2041-210X.12967","2018-01-08",14,FALSE,FALSE,"https://github.com/kenady/ctmcUD-MEE",FALSE,NA
"StoX: An open source software for marine survey analyses","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13250","2041-210X.13250","2019-07-01",9,FALSE,FALSE,"https://github.com/Sea2Data/StoX",FALSE,"StoX"
"Wallace: A flexible platform for reproducible modeling of species niches and distributions built for community expansion","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12945","2041-210X.12945","2017-12-07",97,TRUE,FALSE,"https://github.com/wallaceEcoMod/wallace",FALSE,"Wallace"
"KTU: K-mer Taxonomic Units improve the biological relevance of amplicon sequence variant microbiota data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13758","2041-210X.13758","2021-11-06",0,FALSE,FALSE,"https://github.com/poyuliu/KTU",FALSE,"KTU"
"Food web visualisation: Heat map, interactive graph and animated flow network","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13839","2041-210X.13839","2022-03-06",0,FALSE,FALSE,"https://github.com/ibs-pan/foodwebviz",FALSE,NA
"PyPHLAWD: A python tool for phylogenetic dataset construction","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13096","2041-210X.13096","2018-09-16",20,TRUE,FALSE,"https://github.com/FePhyFoFum/PyPHLAWD",FALSE,"PyPHLAWD"
"Modelling the three-dimensional space use of aquatic animals combining topography and Eulerian telemetry data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13232","2041-210X.13232","2019-05-28",10,FALSE,FALSE,"https://github.com/aspillaga/fishtrack3d",FALSE,NA
"DBTree: Very large phylogenies in portable databases","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13337","2041-210X.13337","2019-11-27",0,TRUE,FALSE,"https://github.com/rvosa/bio-phylo-forest-dbtree",FALSE,"DBTree"
"Toytree: A minimalist tree visualization and manipulation library for Python","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13313","2041-210X.13313","2019-10-18",14,FALSE,FALSE,"https://github.com/eaton-lab/toytree",FALSE,"Toytree"
"BASTA – Taxonomic classification of sequences and sequence bins using last common ancestor estimations","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13095","2041-210X.13095","2018-09-16",31,FALSE,FALSE,"https://github.com/timkahlke/BASTA",FALSE,NA
"A root auto tracing and analysis (ARATA): An automatic analysis software for detecting fine roots in images from flatbed optical scanners","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13972","2041-210X.13972","2022-09-02",0,FALSE,FALSE,"https://github.com/A-Yabuki/ARATA",FALSE,NA
"TempNet: a method to display statistical parsimony networks for heterochronous DNA sequence data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2011.00129.x","j.2041-210X.2011.00129.x","2011-06-10",89,TRUE,FALSE,NA,FALSE,"TempNet"
"soundscape_IR: A source separation toolbox for exploring acoustic diversity in soundscapes","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13960","2041-210X.13960","2022-08-15",0,FALSE,FALSE,"https://github.com/meil-brcas-org/soundscape_IR",FALSE,"soundscape_IR"
"BA3-SNPs: Contemporary migration reconfigured in BayesAss for next-generation sequence data","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13252","2041-210X.13252","2019-07-01",39,FALSE,FALSE,"https://github.com/stevemussmann/BayesAss3-SNPs",FALSE,"BA3-SNPs"
"Robust, real-time and autonomous monitoring of ecosystems with an open, low-cost, networked device","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13089","2041-210X.13089","2018-09-07",38,FALSE,FALSE,NA,FALSE,NA
"Chipper: Open-source software for semi-automated segmentation and analysis of birdsong and other natural sounds","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13368","2041-210X.13368","2020-02-03",3,FALSE,FALSE,"https://github.com/CreanzaLab/chipper/tree/master/docs",FALSE,"Chipper"
"AragoJ: A free, open-source software to aid single camera photogrammetry studies","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13376","2041-210X.13376","2020-02-11",3,FALSE,FALSE,"https://github.com/AzWhaleLab/AragoJ",FALSE,"AragoJ"
"Remap: An online remote sensing application for land cover classification and monitoring","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13043","2041-210X.13043","2018-06-19",29,FALSE,FALSE,NA,FALSE,"Remap"
"SlicerMorph: An open and extensible platform to retrieve, visualize and analyse 3D morphology","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13669","2041-210X.13669","2021-07-14",13,TRUE,FALSE,"https://github.com/ToothAndClaw/SlicerAuto3dgm",FALSE,"SlicerMorph"
"HaplowebMaker and CoMa: Two web tools to delimit species using haplowebs and conspecificity matrices","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13454","2041-210X.13454","2020-07-18",3,FALSE,FALSE,"https://github.com/eeg-ebe/",FALSE,NA
"The FrogPhone: A novel device for real-time frog call monitoring","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13332","2041-210X.13332","2019-12-04",2,FALSE,FALSE,"https://github.com/Adriangarridosanchis/FrogPhone",FALSE,NA
"LeafByte: A mobile application that measures leaf area and herbivory quickly and accurately","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13340","2041-210X.13340","2019-12-04",24,FALSE,FALSE,NA,FALSE,"LeafByte"
"A simulation tool to scrutinise the behaviour of functional diversity metrics","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12855","2041-210X.12855","2017-07-24",9,FALSE,FALSE,"https://github.com/baumlab/sim-ecol-communities",FALSE,NA
"GCM compareR: A web application to assess differences and assist in the selection of general circulation models for climate change research","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13360","2041-210X.13360","2020-01-28",24,FALSE,FALSE,"https://github.com/marquetlab/GCM_compareR",FALSE,NA
"CamoGAN: Evolving optimum camouflage with Generative Adversarial Networks","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13334","2041-210X.13334","2019-11-07",5,FALSE,FALSE,NA,FALSE,"CamoGAN"
"Polymorphism-aware estimation of species trees and evolutionary forces from genomic sequences with RevBayes","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13980","2041-210X.13980","2022-09-22",0,FALSE,FALSE,"https://github.com/revbayes/revbayes",FALSE,NA
"AviaNZ: A future-proofed program for annotation and recognition of animal sounds in long-time field recordings","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13213","2041-210X.13213","2019-06-17",11,FALSE,FALSE,"https://github.com/smarsland/AviaNZ",FALSE,"AviaNZ"
"GinJinn2: Object detection and segmentation for ecology and evolution","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13787","2041-210X.13787","2021-12-11",0,FALSE,FALSE,"https://github.com/openvinotoolkit/cvat",FALSE,"GinJinn2"
"Field testing a novel high residence positioning system for monitoring the fine-scale movements of aquatic organisms","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12993","2041-210X.12993","2018-03-02",21,FALSE,FALSE,NA,FALSE,NA
"Dynamic visualisation of million-tip trees: The OneZoom project","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13766","2041-210X.13766","2021-12-13",1,TRUE,FALSE,"https://github.com/OneZoom/",FALSE,NA
"Argos: A toolkit for tracking multiple animals in complex visual environments","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13776","2041-210X.13776","2021-12-02",0,FALSE,FALSE,"https://github.com/subhacom/argos_tracker",FALSE,"Argos"
"Operationalizing ecological connectivity in spatial conservation planning with Marxan Connect","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13349","2041-210X.13349","2020-02-11",42,FALSE,FALSE,"https://github.com/remi-daigle/MarxanConnect/blob/master/LICENSE",FALSE,NA
"The Chirocopter: A UAV for recording sound and video of bats at altitude","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12992","2041-210X.12992","2018-03-02",10,FALSE,FALSE,NA,FALSE,NA
"Tracktor: Image-based automated tracking of animal movement and behaviour","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13166","2041-210X.13166","2019-02-15",37,FALSE,FALSE,"https://github.com/vivekhsridhar/tracktor",FALSE,"Tracktor"
"Sashimi: A toolkit for facilitating high-throughput organismal image segmentation using deep learning","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13712","2041-210X.13712","2021-09-06",3,TRUE,FALSE,"https://github.com/ShawnTylerSchwartz/sashimi",FALSE,"Sashimi"
"Simapse – simulation maps for ecological niche modelling","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2012.00210.x","j.2041-210X.2012.00210.x","2012-05-10",6,FALSE,FALSE,NA,FALSE,NA
"eDNA Sampler: A fully integrated environmental DNA sampling system","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.12994","2041-210X.12994","2018-03-28",42,FALSE,FALSE,NA,FALSE,NA
"forceX and forceR: A mobile setup and r package to measure and analyse a wide range of animal closing forces","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13909","2041-210X.13909","2022-05-29",0,TRUE,FALSE,NA,FALSE,NA
"EasyDCP: An affordable, high-throughput tool to measure plant phenotypic traits in 3D","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13645","2041-210X.13645","2021-06-14",3,FALSE,FALSE,"https://github.com/UTokyo-FieldPhenomics-Lab/EasyDCP",FALSE,"EasyDCP"
"A self-preserving, partially biodegradable eDNA filter","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13212","2041-210X.13212","2019-06-11",12,FALSE,FALSE,NA,FALSE,NA
"A bespoke low-cost system for radio tracking animals using multi-rotor and fixed-wing unmanned aerial vehicles","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.13464","2041-210X.13464","2020-08-08",1,FALSE,FALSE,NA,FALSE,NA
